City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
387,Isoka,ZM,2022-05-25 20:23:26,-10.1606,32.6335,60.03,80,0,1.77
388,Akyab,MM,2022-05-25 20:23:26,20.15,92.9,81.39,83,18,3.76
389,Hohhot,CN,2022-05-25 20:23:27,40.8106,111.6522,44.89,39,0,4.47
390,Urubicha,BO,2022-05-25 20:23:27,-15.3833,-62.95,83.79,52,99,1.86
391,Vredendal,ZA,2022-05-25 20:23:27,-31.6683,18.5012,57.22,85,3,4.23
392,Lata,PT,2022-05-25 20:19:57,40.1629,-8.3327,57.15,82,63,3.56
393,Robore,BO,2022-05-25 20:23:27,-18.3333,-59.75,93.29,49,20,11.5
394,College,US,2022-05-25 20:23:28,64.8569,-147.8028,63.0,44,75,10.36
395,Itaporanga,BR,2022-05-25 20:23:28,-7.3044,-38.1503,76.75,76,97,9.04
396,Cartagena,CO,2022-05-25 20:23:28,10.3997,-75.5144,89.22,62,40,8.05
397,Shiraz,IR,2022-05-25 20:23:29,29.6036,52.5388,67.44,10,0,0.0
398,Hamilton,US,2022-05-25 20:21:26,39.1834,-84.5333,83.71,68,75,12.66
399,Lixourion,GR,2022-05-25 20:23:29,38.2019,20.4314,62.6,72,0,0.0
400,Namibe,AO,2022-05-25 20:23:29,-15.1961,12.1522,67.08,77,0,8.37
401,Guatire,VE,2022-05-25 20:23:29,10.4762,-66.5427,82.69,85,100,2.8
402,Sokoni,TZ,2022-05-25 20:23:30,-6.4333,39.55,80.2,78,89,13.31
403,San Vicente,AR,2022-05-25 20:23:30,-26.6167,-54.1333,72.91,54,0,5.1
404,Bafra,TR,2022-05-25 20:23:30,41.5678,35.9069,58.82,84,0,5.99
405,Coquimbo,CL,2022-05-25 20:23:30,-29.9533,-71.3436,60.53,82,0,14.97
406,Santa Cruz,BO,2022-05-25 20:23:31,-17.8,-63.1667,86.05,54,40,19.57
407,Florianopolis,BR,2022-05-25 20:23:31,-27.6146,-48.5012,70.41,79,0,9.22
408,Golden Gate,US,2022-05-25 20:23:31,26.1879,-81.6951,93.02,49,75,10.36
409,Baoqing,CN,2022-05-25 20:23:32,46.3317,132.2111,52.05,97,100,4.38
410,Torbay,CA,2022-05-25 20:22:05,47.6666,-52.7314,46.89,54,40,10.36
411,Hualmay,PE,2022-05-25 20:23:32,-11.0964,-77.6139,67.87,74,27,9.37
412,San Rafael,AR,2022-05-25 20:20:38,-34.6177,-68.3301,44.2,75,100,10.51
413,Lebu,CL,2022-05-25 20:23:32,-37.6167,-73.65,51.44,76,14,17.67
414,Pizarro,CO,2022-05-25 20:23:33,4.9533,-77.366,79.38,87,98,9.19
415,Balykshi,KZ,2022-05-25 20:24:33,47.0667,51.8667,55.4,67,0,8.95
416,Valparaiso,CL,2022-05-25 20:22:39,-33.0393,-71.6273,70.03,71,0,11.5
417,Am Timan,TD,2022-05-25 20:24:34,11.0297,20.2827,89.69,37,81,5.03
418,Kamloops,CA,2022-05-25 20:24:34,50.6665,-120.3192,68.99,44,75,7.0
419,Pacific Grove,US,2022-05-25 20:24:34,36.6177,-121.9166,77.34,68,0,15.01
420,Los Llanos De Aridane,ES,2022-05-25 20:24:35,28.6585,-17.9182,64.15,80,75,13.0
421,Rafsanjan,IR,2022-05-25 20:24:35,30.4067,55.9939,77.9,6,0,4.9
422,Vilyuysk,RU,2022-05-25 20:24:35,63.7553,121.6247,36.59,80,68,8.03
423,Verkhovyna,UA,2022-05-25 20:24:35,48.1557,24.7911,56.98,96,66,5.53
424,Quatre Cocos,MU,2022-05-25 20:24:20,-20.2078,57.7625,71.1,71,38,8.99
425,Sai Buri,TH,2022-05-25 20:24:36,6.7013,101.6168,77.31,86,100,6.8
426,Irbil,IQ,2022-05-25 20:20:17,36.1926,44.0106,67.82,22,0,4.61
427,Dargaville,NZ,2022-05-25 20:24:36,-35.9333,173.8833,54.61,77,100,4.23
428,Karpogory,RU,2022-05-25 20:24:36,64.0019,44.4451,45.07,89,100,8.48
429,Tres Arroyos,AR,2022-05-25 20:22:45,-38.3739,-60.2798,48.97,52,7,12.19
430,Alekseyevsk,RU,2022-05-25 20:24:37,57.8406,108.3492,55.85,77,100,6.22
431,Iqaluit,CA,2022-05-25 20:22:38,63.7506,-68.5145,17.33,72,75,34.52
432,Abha,SA,2022-05-25 20:24:37,18.2164,42.5053,71.42,60,40,0.0
433,Guane,CU,2022-05-25 20:24:37,22.2025,-84.0875,89.24,53,53,13.27
434,Bonavista,CA,2022-05-25 20:24:38,48.6499,-53.1147,44.58,65,74,15.3
435,Owosso,US,2022-05-25 20:22:31,42.9978,-84.1766,65.12,88,100,9.22
436,Cockburn Town,TC,2022-05-25 20:24:38,21.4612,-71.1419,79.56,73,5,15.46
437,Nanortalik,GL,2022-05-25 20:24:38,60.1432,-45.2371,34.3,76,7,18.12
438,Nizhniy Kuranakh,RU,2022-05-25 20:24:38,58.8353,125.4869,38.98,91,61,1.68
439,Anage,BR,2022-05-25 20:24:39,-14.6122,-41.1356,76.89,55,83,9.31
440,Tomatlan,MX,2022-05-25 20:24:39,19.9333,-105.25,91.92,38,0,13.6
441,Amga,RU,2022-05-25 20:24:39,60.8953,131.9608,36.32,77,99,5.23
442,Kang,BW,2022-05-25 20:24:39,-23.6752,22.7876,62.96,33,0,3.47
443,San Cristobal,VE,2022-05-25 20:24:40,7.7669,-72.225,78.98,67,100,5.3
444,Wagar,SD,2022-05-25 20:24:40,16.1525,36.2032,96.57,14,15,5.95
445,Ternate,ID,2022-05-25 20:24:40,0.8,127.4,80.56,76,100,3.31
446,Guilin,CN,2022-05-25 20:24:41,25.2819,110.2864,73.51,98,76,1.83
447,Lesnyye Polyany,RU,2022-05-25 20:24:41,55.9667,37.8667,51.15,86,82,3.74
448,Muros,ES,2022-05-25 20:24:41,42.7762,-9.0603,63.09,70,21,12.03
449,Katsuura,JP,2022-05-25 20:24:42,35.1333,140.3,65.01,83,25,5.66
450,Portland,US,2022-05-25 20:24:42,45.5234,-122.6762,72.99,64,75,6.91
451,Shelton,US,2022-05-25 20:24:42,41.3165,-73.0932,76.51,58,0,10.36
452,Maniitsoq,GL,2022-05-25 20:24:42,65.4167,-52.9,33.01,66,90,17.27
453,Teguise,ES,2022-05-25 20:24:43,29.0605,-13.564,64.62,64,40,13.8
454,San Jose,US,2022-05-25 20:22:34,37.3394,-121.895,101.48,27,75,12.66
455,Biltine,TD,2022-05-25 20:24:43,14.5333,20.9167,86.97,8,72,4.07
456,Boulder City,US,2022-05-25 20:20:55,35.9786,-114.8325,96.26,6,0,8.05
457,Pangnirtung,CA,2022-05-25 20:24:43,66.1451,-65.7125,26.6,74,100,11.5
458,Balabac,PH,2022-05-25 20:24:43,7.9868,117.0645,81.43,82,100,7.36
459,Shubarkuduk,KZ,2022-05-25 20:24:44,49.1447,56.4872,55.04,56,100,8.61
460,Comodoro Rivadavia,AR,2022-05-25 20:25:44,-45.8667,-67.5,46.26,36,0,14.97
461,Winslow,US,2022-05-25 20:25:44,35.0242,-110.6974,82.58,8,0,9.22
462,Wenling,CN,2022-05-25 20:25:45,28.3669,121.36,65.43,93,88,1.25
463,Chake Chake,TZ,2022-05-25 20:25:45,-5.2459,39.7666,78.03,83,14,9.19
464,Qaqortoq,GL,2022-05-25 20:25:45,60.7167,-46.0333,40.19,57,25,18.54
465,Chiredzi,ZW,2022-05-25 20:25:45,-21.05,31.6667,66.97,51,0,3.98
466,Freetown,SL,2022-05-25 20:25:46,8.484,-13.2299,80.31,78,75,6.91
467,Zaysan,KZ,2022-05-25 20:25:46,47.4667,84.8667,66.54,59,78,3.6
468,Akureyri,IS,2022-05-25 20:25:46,65.6835,-18.0878,40.93,93,75,10.36
469,Kyabe,TD,2022-05-25 20:25:46,9.4515,18.9449,82.56,55,100,2.84
470,Da Lat,VN,2022-05-25 20:25:47,11.9465,108.4419,61.5,98,100,2.39
471,Visby,SE,2022-05-25 20:25:47,57.6409,18.296,53.82,76,0,11.5
472,Narbonne,FR,2022-05-25 20:25:47,43.0833,2.8333,64.63,41,36,23.87
473,Estelle,US,2022-05-25 20:25:48,29.8458,-90.1067,73.38,94,100,10.36
474,Sayyan,YE,2022-05-25 20:25:48,15.1718,44.3244,66.38,18,46,8.48
475,Talnakh,RU,2022-05-25 20:24:58,69.4865,88.3972,29.21,92,86,3.91
476,Zhigansk,RU,2022-05-25 20:25:48,66.7697,123.3711,32.31,82,27,21.88
477,Olinda,BR,2022-05-25 20:25:48,-8.0089,-34.8553,74.93,88,75,6.91
478,Ponta Delgada,PT,2022-05-25 20:25:49,37.7333,-25.6667,63.32,63,75,8.05
479,Copiapo,CL,2022-05-25 20:25:49,-27.3667,-70.3333,58.69,32,47,5.48
480,Oranjemund,Namibia,2022-05-25 20:25:49,-28.55,16.4333,55.33,93,3,4.29
481,Ojinaga,MX,2022-05-25 20:24:39,29.5667,-104.4167,91.58,24,0,6.91
482,Praia,CV,2022-05-25 20:25:49,14.9215,-23.5087,73.94,68,20,17.27
483,Zyryanka,RU,2022-05-25 20:25:50,65.75,150.85,52.0,55,80,9.6
484,Novikovo,RU,2022-05-25 20:25:50,51.1537,37.8879,50.18,85,9,3.33
485,Cinco Esquinas,CR,2022-05-25 20:25:50,10.1037,-84.1678,68.22,82,75,9.22
486,Picton,AU,2022-05-25 20:24:03,-34.1833,150.6,50.76,94,99,2.35
487,Tura,IN,2022-05-25 20:25:51,25.5198,90.2201,72.0,93,64,3.49
488,Tabou,CI,2022-05-25 20:25:51,4.423,-7.3528,78.35,82,65,6.85
489,Homestead,US,2022-05-25 20:25:51,25.4687,-80.4776,88.02,65,40,13.8
490,Lagos,NG,2022-05-25 20:21:15,6.5833,3.75,77.23,84,49,4.7
491,Cranbrook,CA,2022-05-25 20:25:51,49.4999,-115.7688,57.04,51,75,11.5
492,Tsabong,BW,2022-05-25 20:25:52,-26.0217,22.401,64.85,36,0,2.59
493,Nuuk,GL,2022-05-25 20:21:34,64.1835,-51.7216,36.21,64,20,3.44
494,Tacna,PE,2022-05-25 20:25:52,-18.0056,-70.2483,64.6,63,40,10.36
495,Puerto Baquerizo Moreno,EC,2022-05-25 20:25:52,-0.9,-89.6,79.79,65,75,13.8
496,Yumen,CN,2022-05-25 20:25:53,40.2833,97.2,64.83,12,100,16.26
497,Amapa,BR,2022-05-25 20:25:53,1.0,-52.0,77.86,97,11,3.4
498,Beipiao,CN,2022-05-25 20:25:53,41.7919,120.7792,60.85,46,100,12.71
499,Zhanaozen,KZ,2022-05-25 20:23:45,43.3,52.8,60.12,42,80,12.3
500,Sur,OM,2022-05-25 20:25:53,22.5667,59.5289,91.29,41,0,13.78
501,Kathmandu,NP,2022-05-25 20:24:04,27.7167,85.3167,61.02,100,75,4.61
502,Juegang,CN,2022-05-25 20:25:54,32.3174,121.1855,68.92,88,100,7.43
503,Asyut,EG,2022-05-25 20:25:54,27.181,31.1837,80.78,15,0,11.14
504,Vinh,VN,2022-05-25 20:25:54,18.6667,105.6667,77.31,85,100,4.32
505,Leua,SK,2022-05-25 20:25:55,48.2156,18.6071,62.35,90,95,8.77
506,Pioner,RU,2022-05-25 20:26:55,55.3166,85.9508,65.64,55,0,15.66
507,Okhotsk,RU,2022-05-25 20:26:55,59.3833,143.3,35.37,94,100,5.57
508,Cherskiy,RU,2022-05-25 20:26:55,68.75,161.3,38.57,79,86,13.6
509,Tasiilaq,GL,2022-05-25 20:26:56,65.6145,-37.6368,37.56,86,100,2.48
510,Noyabrsk,RU,2022-05-25 20:23:25,63.1994,75.4507,53.58,52,100,14.65
511,Wukari,NG,2022-05-25 20:26:56,7.85,9.7833,81.12,65,20,6.93
512,Ewa Beach,US,2022-05-25 20:26:56,21.3156,-158.0072,84.15,53,40,12.66
513,Smithers,CA,2022-05-25 20:26:56,54.7804,-127.1743,55.72,54,75,0.0
514,Hanzhong,CN,2022-05-25 20:26:57,33.0728,107.0303,63.39,89,100,2.33
515,Canton,CN,2022-05-25 20:25:10,23.1167,113.25,78.87,91,14,2.84
516,Tucurui,BR,2022-05-25 20:26:57,-3.7661,-49.6725,80.8,78,100,2.84
517,Ano Mera,GR,2022-05-25 20:26:57,37.45,25.4,74.14,60,0,3.44
518,Ambatondrazaka,MG,2022-05-25 20:26:58,-17.8333,48.4167,61.07,97,65,0.56
519,Berlevag,NO,2022-05-25 20:26:58,70.8578,29.0864,51.6,57,0,2.3
520,Zaoyang,CN,2022-05-25 20:26:58,32.1272,112.7542,58.95,80,100,11.18
521,Aubel,BE,2022-05-25 20:26:59,50.7019,5.8581,61.52,64,100,11.61
522,Aswan,EG,2022-05-25 20:26:59,24.0934,32.907,87.1,12,0,9.22
523,Nara,JP,2022-05-25 20:23:03,34.6851,135.8049,68.5,65,100,4.21
524,Manicore,BR,2022-05-25 20:26:59,-5.8092,-61.3003,89.55,66,20,4.61
525,Mahanoro,MG,2022-05-25 20:26:59,-19.9,48.8,70.2,91,12,5.75
526,Saint-Georges,GD,2022-05-25 20:27:00,12.0564,-61.7485,85.68,70,40,23.02
527,Svetlyy,RU,2022-05-25 20:27:00,54.675,20.1347,48.96,88,30,4.65
528,Jiblah,YE,2022-05-25 20:24:14,13.9216,44.1467,70.93,58,36,1.66
529,Vila Franca Do Campo,PT,2022-05-25 20:27:00,37.7167,-25.4333,63.01,66,67,4.74
530,Ajaccio,FR,2022-05-25 20:27:01,42.0,8.9167,66.18,78,75,3.44
531,Tahta,EG,2022-05-25 20:26:24,26.7693,31.5021,84.02,14,0,11.07
532,Hirado,JP,2022-05-25 20:24:13,33.3597,129.5531,67.39,92,100,6.2
533,Gryfino,PL,2022-05-25 20:27:01,53.2524,14.4883,52.32,83,33,3.98
534,Ambatofinandrahana,MG,2022-05-25 20:27:01,-20.55,46.8,57.4,77,4,1.45
535,Sobolevo,RU,2022-05-25 20:27:01,54.4299,31.8996,52.66,78,99,5.68
536,Teya,RU,2022-05-25 20:27:02,60.3778,92.6267,44.96,87,7,4.03
537,Nabire,ID,2022-05-25 20:25:07,-3.3667,135.4833,75.87,92,100,3.36
538,Riviere-Au-Renard,CA,2022-05-25 20:27:02,48.9957,-64.3971,59.29,74,97,11.72
539,Wilmington,US,2022-05-25 20:24:53,34.2257,-77.9447,81.0,67,0,3.0
540,Platanos,GR,2022-05-25 20:27:03,37.6667,21.6167,73.56,53,0,3.96
541,Abalak,RU,2022-05-25 20:24:56,58.1286,68.5944,65.79,58,100,10.51
542,Shelburne,CA,2022-05-25 20:24:41,44.0787,-80.2041,66.9,65,100,13.76
543,Mackay,AU,2022-05-25 20:27:03,-21.15,149.2,65.68,89,35,11.77
544,Bakchar,RU,2022-05-25 20:25:36,57.0186,82.0711,57.52,79,0,4.79
545,Yongan,CN,2022-05-25 20:27:03,39.6957,113.6871,53.47,28,5,1.86
546,Ngunguru,NZ,2022-05-25 20:27:04,-35.6167,174.5,55.51,74,100,6.69
547,Khash,IR,2022-05-25 20:27:04,28.2211,61.2158,79.9,20,0,7.38
548,Guarapari,BR,2022-05-25 20:27:04,-20.6667,-40.4975,75.88,78,14,6.58
549,Dwarka,IN,2022-05-25 20:27:05,22.2394,68.9678,82.11,82,7,14.47
550,Berdigestyakh,RU,2022-05-25 20:27:05,62.0989,126.6992,35.8,89,100,8.28
551,Suleja,NG,2022-05-25 20:28:05,9.1758,7.1808,81.59,50,51,3.0
552,Turbat,PK,2022-05-25 20:28:05,26.0023,63.044,84.15,70,0,3.69
553,Taltal,CL,2022-05-25 20:28:06,-25.4,-70.4833,65.23,63,61,3.13
554,Fond Du Lac,US,2022-05-25 20:28:06,43.775,-88.4388,57.49,88,100,9.22
555,Nazilli,TR,2022-05-25 20:28:06,37.9163,28.3223,74.5,50,0,2.46
556,Pafos,CY,2022-05-25 20:28:06,34.7667,32.4167,71.38,83,0,3.44
557,Yulara,AU,2022-05-25 20:28:07,-25.2406,130.9889,55.62,66,2,7.43
558,Mto Wa Mbu,TZ,2022-05-25 20:28:07,-3.35,35.85,70.7,77,100,2.15
559,Komsomolskiy,UZ,2022-05-25 20:28:07,40.4272,71.7189,68.72,60,0,4.61
560,Serebryansk,KZ,2022-05-25 20:28:08,49.6925,83.2892,66.97,82,99,2.48
561,Yima,CN,2022-05-25 20:28:08,34.7381,111.8839,63.39,34,98,5.35
562,Vicuna,CL,2022-05-25 20:24:17,-30.0319,-70.7081,80.76,20,5,5.5
563,Temeni,GR,2022-05-25 20:28:08,38.2333,22.1167,76.71,54,0,7.78
564,Tingi,TZ,2022-05-25 20:28:09,-11.3,35.0333,62.26,83,50,2.89
565,Dukat,RU,2022-05-25 20:28:09,62.55,155.55,32.97,96,100,4.59
566,Miramar,US,2022-05-25 20:28:09,25.9873,-80.2323,88.02,65,40,18.41
567,Morbegno,IT,2022-05-25 20:28:09,46.1383,9.57,68.68,87,20,4.54
568,Lodwar,KE,2022-05-25 20:28:10,3.1191,35.5973,84.74,50,83,8.12
569,Miraflores,MX,2022-05-25 20:28:10,19.2167,-98.8083,80.02,19,98,5.79
570,Pisco,PE,2022-05-25 20:24:11,-13.7,-76.2167,68.05,68,0,6.91
571,Buala,SB,2022-05-25 20:28:10,-8.145,159.5921,79.32,82,44,4.68
572,Pringsewu,ID,2022-05-25 20:28:10,-5.3582,104.9744,72.79,97,100,1.21
573,Fukue,JP,2022-05-25 20:28:11,32.6881,128.8419,68.27,91,100,5.95
574,Belaya Gora,RU,2022-05-25 20:28:11,68.5333,146.4167,37.31,72,100,12.33
575,Umm Kaddadah,SD,2022-05-25 20:28:11,13.6017,26.6876,84.54,9,92,9.08
576,Storforshei,NO,2022-05-25 20:28:12,66.4043,14.5233,50.67,81,75,2.3
577,Tazovskiy,RU,2022-05-25 20:28:12,67.4667,78.7,31.84,85,8,7.47
578,Saint Anthony,US,2022-05-25 20:25:26,45.0205,-93.218,53.19,91,100,10.36
579,Lucea,JM,2022-05-25 20:28:12,18.451,-78.1736,85.86,73,55,13.47
580,Talcahuano,CL,2022-05-25 20:28:12,-36.7167,-73.1167,56.88,58,0,10.36
581,Misratah,LY,2022-05-25 20:28:13,32.3754,15.0925,74.59,57,0,13.0
582,Shama,CN,2022-05-25 20:28:13,33.6102,104.2852,55.26,98,100,2.37
583,Gaoyou,CN,2022-05-25 20:28:13,32.7858,119.4278,63.99,83,100,8.61
